CircleName,Abbrev,LatLong,X4,X5,X6,X7,X8,X9
"Rusty Blackbird
[Euphagus carolinus]","1959 [60]
Count Date: 12/27/1959
# Participants: 
# Species Reported: 
Total Hrs.: 135.00",17,0.1259,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1960 [61]
Count Date: 12/26/1960
# Participants: 
# Species Reported: 
Total Hrs.: 178.00",10,0.0562,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1961 [62]
Count Date: 12/24/1961
# Participants: 
# Species Reported: 
Total Hrs.: 223.00",8,0.0359,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1962 [63]
Count Date: 12/23/1962
# Participants: 
# Species Reported: 
Total Hrs.: 193.00",2,0.0104,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1963 [64]
Count Date: 12/22/1963
# Participants: 
# Species Reported: 
Total Hrs.: 213.00",22,0.1033,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1964 [65]
Count Date: 12/27/1964
# Participants: 
# Species Reported: 
Total Hrs.: 204.00",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1965 [66]
Count Date: 12/26/1965
# Participants: 
# Species Reported: 
Total Hrs.: 158.00",1,0.0063,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1966 [67]
Count Date: 12/26/1966
# Participants: 
# Species Reported: 
Total Hrs.: 159.00",6,0.0377,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1967 [68]
Count Date: 12/24/1967
# Participants: 
# Species Reported: 
Total Hrs.: 251.00",5,0.0199,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1968 [69]
Count Date: 12/29/1968
# Participants: 
# Species Reported: 
Total Hrs.: 171.00",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1969 [70]
Count Date: 12/28/1969
# Participants: 
# Species Reported: 
Total Hrs.: 208.00",7,0.0337,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1970 [71]
Count Date: 12/26/1970
# Participants: 
# Species Reported: 
Total Hrs.: 232.00",2,0.0086,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1971 [72]
Count Date: 12/26/1971
# Participants: 
# Species Reported: 
Total Hrs.: 237.00",17,0.0717,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1972 [73]
Count Date: 12/17/1972
# Participants: 
# Species Reported: 
Total Hrs.: 196.00",cw,0,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1973 [74]
Count Date: 12/16/1973
# Participants: 
# Species Reported: 
Total Hrs.: 172.00",3,0.0174,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1974 [75]
Count Date: 12/26/1974
# Participants: 
# Species Reported: 
Total Hrs.: 199.00",2,0.0101,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1975 [76]
Count Date: 12/26/1975
# Participants: 
# Species Reported: 
Total Hrs.: 166.00",5,0.0301,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1976 [77]
Count Date: 12/26/1976
# Participants: 
# Species Reported: 
Total Hrs.: 207.00",4,0.0193,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1977 [78]
Count Date: 12/26/1977
# Participants: 
# Species Reported: 
Total Hrs.: 157.00",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1978 [79]
Count Date: 12/26/1978
# Participants: 
# Species Reported: 
Total Hrs.: 172.00",1,0.0058,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1979 [80]
Count Date: 12/26/1979
# Participants: 
# Species Reported: 
Total Hrs.: 171.00",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1980 [81]
Count Date: 12/26/1980
# Participants: 
# Species Reported: 
Total Hrs.: 186.00",1,0.0054,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1981 [82]
Count Date: 12/26/1981
# Participants: 
# Species Reported: 
Total Hrs.: 167.00",2,0.012,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1982 [83]
Count Date: 12/26/1982
# Participants: 
# Species Reported: 
Total Hrs.: 64.00",1,0.0156,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1983 [84]
Count Date: 12/26/1983
# Participants: 
# Species Reported: 
Total Hrs.: 168.00",1,0.006,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1984 [85]
Count Date: 12/26/1984
# Participants: 
# Species Reported: 
Total Hrs.: 178.00",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1985 [86]
Count Date: 12/26/1985
# Participants: 
# Species Reported: 
Total Hrs.: 143.00",2,0.014,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1986 [87]
Count Date: 12/26/1986
# Participants: 
# Species Reported: 
Total Hrs.: 182.00",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1987 [88]
Count Date: 12/26/1987
# Participants: 
# Species Reported: 
Total Hrs.: 166.50",1,0.006,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1988 [89]
Count Date: 12/26/1988
# Participants: 
# Species Reported: 
Total Hrs.: 167.00",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1989 [90]
Count Date: 12/26/1989
# Participants: 
# Species Reported: 
Total Hrs.: 157.00",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1990 [91]
Count Date: 12/26/1990
# Participants: 
# Species Reported: 
Total Hrs.: 164.00",1,0.0061,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1991 [92]
Count Date: 12/26/1991
# Participants: 
# Species Reported: 
Total Hrs.: 175.50",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1992 [93]
Count Date: 12/26/1992
# Participants: 
# Species Reported: 
Total Hrs.: 167.00",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1993 [94]
Count Date: 12/26/1993
# Participants: 
# Species Reported: 
Total Hrs.: 134.00",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1994 [95]
Count Date: 12/26/1994
# Participants: 
# Species Reported: 
Total Hrs.: 157.50",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1995 [96]
Count Date: 12/26/1995
# Participants: 
# Species Reported: 
Total Hrs.: 186.00",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1996 [97]
Count Date: 12/26/1996
# Participants: 
# Species Reported: 
Total Hrs.: 149.50",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1997 [98]
Count Date: 12/26/1997
# Participants: 
# Species Reported: 
Total Hrs.: 160.50",2,0.0125,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1998 [99]
Count Date: 12/26/1998
# Participants: 
# Species Reported: 94
Total Hrs.: 176.50",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","1999 [100]
Count Date: 12/26/1999
# Participants: 
# Species Reported: 86
Total Hrs.: 139.00",3,0.0216,"US,",NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","2000 [101]
Count Date: 12/26/2000
# Participants: 
# Species Reported: 94
Total Hrs.: 143.50",1,0.007,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","2001 [102]
Count Date: 12/26/2001
# Participants: 
# Species Reported: 97
Total Hrs.: 153.50",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","2002 [103]
Count Date: 12/26/2002
# Participants: 
# Species Reported: 96
Total Hrs.: 228.30",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","2003 [104]
Count Date: 12/26/2003
# Participants: 114
# Species Reported: 101
Total Hrs.: 248.75",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","2004 [105]
Count Date: 12/26/2004
# Participants: 65
# Species Reported: 102
Total Hrs.: 203.75",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","2005 [106]
Count Date: 12/26/2005
# Participants: 19
# Species Reported: 100
Total Hrs.: 245.75",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","2006 [107]
Count Date: 12/26/2006
# Participants: 13
# Species Reported: 101
Total Hrs.: 223.00",cw,0,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","2007 [108]
Count Date: 12/26/2007
# Participants: 
# Species Reported: 103
Total Hrs.: 214.00",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","2008 [109]
Count Date: 12/26/2008
# Participants: 
# Species Reported: 104
Total Hrs.: 227.00",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","2009 [110]
Count Date: 12/26/2009
# Participants: 
# Species Reported: 98
Total Hrs.: 194.00",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","2010 [111]
Count Date: 12/26/2010
# Participants: 
# Species Reported: 98
Total Hrs.: 226.25",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","2011 [112]
Count Date: 12/26/2011
# Participants: 2
# Species Reported: 105
Total Hrs.: 227.95",13,0.057,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","2012 [113]
Count Date: 12/26/2012
# Participants: 99
# Species Reported: 99
Total Hrs.: 194.55",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","2013 [114]
Count Date: 12/26/2013
# Participants: 94
# Species Reported: 98
Total Hrs.: 182.20",cw,0,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","2014 [115]
Count Date: 12/26/2014
# Participants: 86
# Species Reported: 99
Total Hrs.: 179.25",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","2015 [116]
Count Date: 12/26/2015
# Participants: 5
# Species Reported: 94
Total Hrs.: 221.00",NA,NA,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","2016 [117]
Count Date: 12/26/2016
# Participants: 1
# Species Reported: 97
Total Hrs.: 216.65",2,0.0092,NA,NA,NA,NA,NA
"Rusty Blackbird
[Euphagus carolinus]","2017 [118]
Count Date: 12/26/2017
# Participants: 1
# Species Reported: 100
Total Hrs.: 198.75",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1921 [22]
Count Date: 12/23/1921
# Participants: 
# Species Reported: 
Total Hrs.: 8.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1922 [23]
Count Date: 12/26/1922
# Participants: 
# Species Reported: 
Total Hrs.:",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1924 [25]
Count Date: 12/27/1924
# Participants: 
# Species Reported: 
Total Hrs.:",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1925 [26]
Count Date: 12/26/1925
# Participants: 
# Species Reported: 
Total Hrs.:",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1926 [27]
Count Date: 12/26/1926
# Participants: 
# Species Reported: 
Total Hrs.:",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1928 [29]
Count Date: 12/22/1928
# Participants: 
# Species Reported: 
Total Hrs.:",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1930 [31]
Count Date: 12/27/1930
# Participants: 
# Species Reported: 
Total Hrs.:",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1931 [32]
Count Date: 12/26/1931
# Participants: 
# Species Reported: 
Total Hrs.:",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1932 [33]
Count Date: 12/27/1932
# Participants: 
# Species Reported: 
Total Hrs.:",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1933 [34]
Count Date: 12/27/1933
# Participants: 
# Species Reported: 
Total Hrs.:",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1934 [35]
Count Date: 12/27/1934
# Participants: 
# Species Reported: 
Total Hrs.:",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1935 [36]
Count Date: 12/27/1935
# Participants: 
# Species Reported: 
Total Hrs.:",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1936 [37]
Count Date: 12/26/1936
# Participants: 
# Species Reported: 
Total Hrs.:",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1937 [38]
Count Date: 12/27/1937
# Participants: 
# Species Reported: 
Total Hrs.:",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1938 [39]
Count Date: 12/26/1938
# Participants: 
# Species Reported: 
Total Hrs.:",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1939 [40]
Count Date: 12/17/1939
# Participants: 
# Species Reported: 
Total Hrs.: 81.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1940 [41]
Count Date: 12/22/1940
# Participants: 
# Species Reported: 
Total Hrs.: 67.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1941 [42]
Count Date: 12/21/1941
# Participants: 
# Species Reported: 
Total Hrs.:",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1942 [43]
Count Date: 12/20/1942
# Participants: 
# Species Reported: 
Total Hrs.: 72.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1943 [44]
Count Date: 12/19/1943
# Participants: 
# Species Reported: 
Total Hrs.: 116.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1944 [45]
Count Date: 12/31/1944
# Participants: 
# Species Reported: 
Total Hrs.: 68.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1945 [46]
Count Date: 12/30/1945
# Participants: 
# Species Reported: 
Total Hrs.:",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1946 [47]
Count Date: 12/22/1946
# Participants: 
# Species Reported: 
Total Hrs.: 101.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1947 [48]
Count Date: 12/21/1947
# Participants: 
# Species Reported: 
Total Hrs.:",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1948 [49]
Count Date: 12/26/1948
# Participants: 
# Species Reported: 
Total Hrs.:",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1949 [50]
Count Date: 12/26/1949
# Participants: 
# Species Reported: 
Total Hrs.:",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1950 [51]
Count Date: 12/26/1950
# Participants: 
# Species Reported: 
Total Hrs.: 134.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1951 [52]
Count Date: 12/23/1951
# Participants: 
# Species Reported: 
Total Hrs.: 103.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1952 [53]
Count Date: 12/21/1952
# Participants: 
# Species Reported: 
Total Hrs.: 133.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1953 [54]
Count Date: 12/26/1953
# Participants: 
# Species Reported: 
Total Hrs.: 134.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1954 [55]
Count Date: 12/26/1954
# Participants: 
# Species Reported: 
Total Hrs.: 133.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1955 [56]
Count Date: 12/26/1955
# Participants: 
# Species Reported: 
Total Hrs.: 125.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1956 [57]
Count Date: 12/30/1956
# Participants: 
# Species Reported: 
Total Hrs.: 158.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1957 [58]
Count Date: 12/29/1957
# Participants: 
# Species Reported: 
Total Hrs.: 193.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1958 [59]
Count Date: 12/28/1958
# Participants: 
# Species Reported: 
Total Hrs.: 169.00",5,0.0296,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1959 [60]
Count Date: 12/27/1959
# Participants: 
# Species Reported: 
Total Hrs.: 135.00",5,0.037,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1960 [61]
Count Date: 12/26/1960
# Participants: 
# Species Reported: 
Total Hrs.: 178.00",1,0.0056,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1961 [62]
Count Date: 12/24/1961
# Participants: 
# Species Reported: 
Total Hrs.: 223.00",6,0.0269,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1962 [63]
Count Date: 12/23/1962
# Participants: 
# Species Reported: 
Total Hrs.: 193.00",9,0.0466,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1963 [64]
Count Date: 12/22/1963
# Participants: 
# Species Reported: 
Total Hrs.: 213.00",7,0.0329,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1964 [65]
Count Date: 12/27/1964
# Participants: 
# Species Reported: 
Total Hrs.: 204.00",10,0.049,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1965 [66]
Count Date: 12/26/1965
# Participants: 
# Species Reported: 
Total Hrs.: 158.00",2,0.0127,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1966 [67]
Count Date: 12/26/1966
# Participants: 
# Species Reported: 
Total Hrs.: 159.00",5,0.0314,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1967 [68]
Count Date: 12/24/1967
# Participants: 
# Species Reported: 
Total Hrs.: 251.00",20,0.0797,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1968 [69]
Count Date: 12/29/1968
# Participants: 
# Species Reported: 
Total Hrs.: 171.00",2,0.0117,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1969 [70]
Count Date: 12/28/1969
# Participants: 
# Species Reported: 
Total Hrs.: 208.00",7,0.0337,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1970 [71]
Count Date: 12/26/1970
# Participants: 
# Species Reported: 
Total Hrs.: 232.00",1,0.0043,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1971 [72]
Count Date: 12/26/1971
# Participants: 
# Species Reported: 
Total Hrs.: 237.00",8,0.0338,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1972 [73]
Count Date: 12/17/1972
# Participants: 
# Species Reported: 
Total Hrs.: 196.00",13,0.0663,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1973 [74]
Count Date: 12/16/1973
# Participants: 
# Species Reported: 
Total Hrs.: 172.00",9,0.0523,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1974 [75]
Count Date: 12/26/1974
# Participants: 
# Species Reported: 
Total Hrs.: 199.00",4,0.0201,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1975 [76]
Count Date: 12/26/1975
# Participants: 
# Species Reported: 
Total Hrs.: 166.00",4,0.0241,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1976 [77]
Count Date: 12/26/1976
# Participants: 
# Species Reported: 
Total Hrs.: 207.00",3,0.0145,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1977 [78]
Count Date: 12/26/1977
# Participants: 
# Species Reported: 
Total Hrs.: 157.00",5,0.0318,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1978 [79]
Count Date: 12/26/1978
# Participants: 
# Species Reported: 
Total Hrs.: 172.00",1,0.0058,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1979 [80]
Count Date: 12/26/1979
# Participants: 
# Species Reported: 
Total Hrs.: 171.00",7,0.0409,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1980 [81]
Count Date: 12/26/1980
# Participants: 
# Species Reported: 
Total Hrs.: 186.00",1,0.0054,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1981 [82]
Count Date: 12/26/1981
# Participants: 
# Species Reported: 
Total Hrs.: 167.00",2,0.012,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1982 [83]
Count Date: 12/26/1982
# Participants: 
# Species Reported: 
Total Hrs.: 64.00",1,0.0156,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1983 [84]
Count Date: 12/26/1983
# Participants: 
# Species Reported: 
Total Hrs.: 168.00",8,0.0476,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1984 [85]
Count Date: 12/26/1984
# Participants: 
# Species Reported: 
Total Hrs.: 178.00",1,0.0056,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1985 [86]
Count Date: 12/26/1985
# Participants: 
# Species Reported: 
Total Hrs.: 143.00",1,0.007,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1986 [87]
Count Date: 12/26/1986
# Participants: 
# Species Reported: 
Total Hrs.: 182.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1987 [88]
Count Date: 12/26/1987
# Participants: 
# Species Reported: 
Total Hrs.: 166.50",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1988 [89]
Count Date: 12/26/1988
# Participants: 
# Species Reported: 
Total Hrs.: 167.00",3,0.018,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1989 [90]
Count Date: 12/26/1989
# Participants: 
# Species Reported: 
Total Hrs.: 157.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1990 [91]
Count Date: 12/26/1990
# Participants: 
# Species Reported: 
Total Hrs.: 164.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1991 [92]
Count Date: 12/26/1991
# Participants: 
# Species Reported: 
Total Hrs.: 175.50",cw,0,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1992 [93]
Count Date: 12/26/1992
# Participants: 
# Species Reported: 
Total Hrs.: 167.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1993 [94]
Count Date: 12/26/1993
# Participants: 
# Species Reported: 
Total Hrs.: 134.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1994 [95]
Count Date: 12/26/1994
# Participants: 
# Species Reported: 
Total Hrs.: 157.50",6,0.0381,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1995 [96]
Count Date: 12/26/1995
# Participants: 
# Species Reported: 
Total Hrs.: 186.00",2,0.0108,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1996 [97]
Count Date: 12/26/1996
# Participants: 
# Species Reported: 
Total Hrs.: 149.50",1,0.0067,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1997 [98]
Count Date: 12/26/1997
# Participants: 
# Species Reported: 
Total Hrs.: 160.50",1,0.0062,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1998 [99]
Count Date: 12/26/1998
# Participants: 
# Species Reported: 94
Total Hrs.: 176.50",cw,0,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","1999 [100]
Count Date: 12/26/1999
# Participants: 
# Species Reported: 86
Total Hrs.: 139.00",cw,0,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","2000 [101]
Count Date: 12/26/2000
# Participants: 
# Species Reported: 94
Total Hrs.: 143.50",cw,0,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","2001 [102]
Count Date: 12/26/2001
# Participants: 
# Species Reported: 97
Total Hrs.: 153.50",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","2002 [103]
Count Date: 12/26/2002
# Participants: 
# Species Reported: 96
Total Hrs.: 228.30",1,0.0044,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","2003 [104]
Count Date: 12/26/2003
# Participants: 114
# Species Reported: 101
Total Hrs.: 248.75",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","2004 [105]
Count Date: 12/26/2004
# Participants: 65
# Species Reported: 102
Total Hrs.: 203.75",2,0.0098,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","2005 [106]
Count Date: 12/26/2005
# Participants: 19
# Species Reported: 100
Total Hrs.: 245.75",1,0.0041,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","2006 [107]
Count Date: 12/26/2006
# Participants: 13
# Species Reported: 101
Total Hrs.: 223.00",2,0.009,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","2007 [108]
Count Date: 12/26/2007
# Participants: 
# Species Reported: 103
Total Hrs.: 214.00",1,0.0047,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","2008 [109]
Count Date: 12/26/2008
# Participants: 
# Species Reported: 104
Total Hrs.: 227.00",2,0.0088,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","2009 [110]
Count Date: 12/26/2009
# Participants: 
# Species Reported: 98
Total Hrs.: 194.00",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","2010 [111]
Count Date: 12/26/2010
# Participants: 
# Species Reported: 98
Total Hrs.: 226.25",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","2011 [112]
Count Date: 12/26/2011
# Participants: 2
# Species Reported: 105
Total Hrs.: 227.95",cw,0,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","2012 [113]
Count Date: 12/26/2012
# Participants: 99
# Species Reported: 99
Total Hrs.: 194.55",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","2013 [114]
Count Date: 12/26/2013
# Participants: 94
# Species Reported: 98
Total Hrs.: 182.20",1,0.0055,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","2014 [115]
Count Date: 12/26/2014
# Participants: 86
# Species Reported: 99
Total Hrs.: 179.25",NA,NA,NA,NA,NA,NA,NA
"Common Grackle
[Quiscalus quiscula]","2015 [116]
Count Date: 12/26/2015
# Participants: 5
# Species Reported: 94
Total Hrs.: 221.00",1,0.0045,NA,NA,NA,NA,NA
